SFO_MV,MV_SFO,time_sec
22.0,19.0,41472000
18.0,10.0,41475600
19.0,7.0,41479200
23.0,7.0,41482800
41.0,11.0,41486400
78.0,26.0,41490000
91.0,48.0,41493600
92.0,71.0,41497200
88.0,75.0,41500800
82.0,72.0,41504400
79.0,72.0,41508000
74.0,76.0,41511600
68.0,82.0,41515200
66.0,88.0,41518800
68.0,97.0,41522400
68.0,95.0,41526000
73.0,92.0,41529600
75.0,89.0,41533200
68.0,89.0,41536800
54.0,82.0,41540400
49.0,69.0,41544000
48.0,61.0,41547600
44.0,49.0,41551200
33.0,35.0,41554800
22.0,19.0,41558400
18.0,10.0,41562000
19.0,7.0,41565600
23.0,7.0,41569200
41.0,11.0,41572800
78.0,26.0,41576400
91.0,48.0,41580000
92.0,71.0,41583600
88.0,75.0,41587200
82.0,72.0,41590800
79.0,72.0,41594400
74.0,76.0,41598000
68.0,82.0,41601600
66.0,88.0,41605200
68.0,97.0,41608800
68.0,95.0,41612400
73.0,92.0,41616000
75.0,89.0,41619600
68.0,89.0,41623200
54.0,82.0,41626800
49.0,69.0,41630400
48.0,61.0,41634000
44.0,49.0,41637600
33.0,35.0,41641200
22.0,19.0,41644800
18.0,10.0,41648400
19.0,7.0,41652000
23.0,7.0,41655600
41.0,11.0,41659200
78.0,26.0,41662800
91.0,48.0,41666400
92.0,71.0,41670000
88.0,75.0,41673600
82.0,72.0,41677200
79.0,72.0,41680800
74.0,76.0,41684400
68.0,82.0,41688000
66.0,88.0,41691600
68.0,97.0,41695200
68.0,95.0,41698800
73.0,92.0,41702400
75.0,89.0,41706000
68.0,89.0,41709600
54.0,82.0,41713200
49.0,69.0,41716800
48.0,61.0,41720400
44.0,49.0,41724000
33.0,35.0,41727600
22.0,19.0,41731200
18.0,10.0,41734800
19.0,7.0,41738400
23.0,7.0,41742000
41.0,11.0,41745600
78.0,26.0,41749200
91.0,48.0,41752800
92.0,71.0,41756400
88.0,75.0,41760000
82.0,72.0,41763600
79.0,72.0,41767200
74.0,76.0,41770800
68.0,82.0,41774400
66.0,88.0,41778000
68.0,97.0,41781600
68.0,95.0,41785200
73.0,92.0,41788800
75.0,89.0,41792400
68.0,89.0,41796000
54.0,82.0,41799600
49.0,69.0,41803200
48.0,61.0,41806800
44.0,49.0,41810400
33.0,35.0,41814000
22.0,19.0,41817600
18.0,10.0,41821200
19.0,7.0,41824800
23.0,7.0,41828400
41.0,11.0,41832000
78.0,26.0,41835600
91.0,48.0,41839200
92.0,71.0,41842800
88.0,75.0,41846400
82.0,72.0,41850000
79.0,72.0,41853600
74.0,76.0,41857200
68.0,82.0,41860800
66.0,88.0,41864400
68.0,97.0,41868000
68.0,95.0,41871600
73.0,92.0,41875200
75.0,89.0,41878800
68.0,89.0,41882400
54.0,82.0,41886000
49.0,69.0,41889600
48.0,61.0,41893200
44.0,49.0,41896800
33.0,35.0,41900400
22.0,19.0,41904000
18.0,10.0,41907600
19.0,7.0,41911200
23.0,7.0,41914800
41.0,11.0,41918400
78.0,26.0,41922000
91.0,48.0,41925600
92.0,71.0,41929200
88.0,75.0,41932800
82.0,72.0,41936400
79.0,72.0,41940000
74.0,76.0,41943600
68.0,82.0,41947200
66.0,88.0,41950800
68.0,97.0,41954400
68.0,95.0,41958000
73.0,92.0,41961600
75.0,89.0,41965200
68.0,89.0,41968800
54.0,82.0,41972400
49.0,69.0,41976000
48.0,61.0,41979600
44.0,49.0,41983200
33.0,35.0,41986800
22.0,19.0,41990400
18.0,10.0,41994000
19.0,7.0,41997600
23.0,7.0,42001200
41.0,11.0,42004800
78.0,26.0,42008400
91.0,48.0,42012000
92.0,71.0,42015600
88.0,75.0,42019200
82.0,72.0,42022800
79.0,72.0,42026400
74.0,76.0,42030000
68.0,82.0,42033600
66.0,88.0,42037200
68.0,97.0,42040800
68.0,95.0,42044400
73.0,92.0,42048000
75.0,89.0,42051600
68.0,89.0,42055200
54.0,82.0,42058800
49.0,69.0,42062400
48.0,61.0,42066000
44.0,49.0,42069600
33.0,35.0,42073200
22.0,19.0,42076800
18.0,10.0,42080400
19.0,7.0,42084000
23.0,7.0,42087600
41.0,11.0,42091200
78.0,26.0,42094800
91.0,48.0,42098400
92.0,71.0,42102000
88.0,75.0,42105600
82.0,72.0,42109200
79.0,72.0,42112800
74.0,76.0,42116400
68.0,82.0,42120000
66.0,88.0,42123600
68.0,97.0,42127200
68.0,95.0,42130800
73.0,92.0,42134400
75.0,89.0,42138000
68.0,89.0,42141600
54.0,82.0,42145200
49.0,69.0,42148800
48.0,61.0,42152400
44.0,49.0,42156000
33.0,35.0,42159600
22.0,19.0,42163200
18.0,10.0,42166800
19.0,7.0,42170400
23.0,7.0,42174000
41.0,11.0,42177600
78.0,26.0,42181200
91.0,48.0,42184800
92.0,71.0,42188400
88.0,75.0,42192000
82.0,72.0,42195600
79.0,72.0,42199200
74.0,76.0,42202800
68.0,82.0,42206400
66.0,88.0,42210000
68.0,97.0,42213600
68.0,95.0,42217200
73.0,92.0,42220800
75.0,89.0,42224400
68.0,89.0,42228000
54.0,82.0,42231600
49.0,69.0,42235200
48.0,61.0,42238800
44.0,49.0,42242400
33.0,35.0,42246000
22.0,19.0,42249600
18.0,10.0,42253200
19.0,7.0,42256800
23.0,7.0,42260400
41.0,11.0,42264000
78.0,26.0,42267600
91.0,48.0,42271200
92.0,71.0,42274800
88.0,75.0,42278400
82.0,72.0,42282000
79.0,72.0,42285600
74.0,76.0,42289200
68.0,82.0,42292800
66.0,88.0,42296400
68.0,97.0,42300000
68.0,95.0,42303600
73.0,92.0,42307200
75.0,89.0,42310800
68.0,89.0,42314400
54.0,82.0,42318000
49.0,69.0,42321600
48.0,61.0,42325200
44.0,49.0,42328800
33.0,35.0,42332400
22.0,19.0,42336000
18.0,10.0,42339600
19.0,7.0,42343200
23.0,7.0,42346800
41.0,11.0,42350400
78.0,26.0,42354000
91.0,48.0,42357600
92.0,71.0,42361200
88.0,75.0,42364800
82.0,72.0,42368400
79.0,72.0,42372000
74.0,76.0,42375600
68.0,82.0,42379200
66.0,88.0,42382800
68.0,97.0,42386400
68.0,95.0,42390000
73.0,92.0,42393600
75.0,89.0,42397200
68.0,89.0,42400800
54.0,82.0,42404400
49.0,69.0,42408000
48.0,61.0,42411600
44.0,49.0,42415200
33.0,35.0,42418800
22.0,19.0,42422400
18.0,10.0,42426000
19.0,7.0,42429600
23.0,7.0,42433200
41.0,11.0,42436800
78.0,26.0,42440400
91.0,48.0,42444000
92.0,71.0,42447600
88.0,75.0,42451200
82.0,72.0,42454800
79.0,72.0,42458400
74.0,76.0,42462000
68.0,82.0,42465600
66.0,88.0,42469200
68.0,97.0,42472800
68.0,95.0,42476400
73.0,92.0,42480000
75.0,89.0,42483600
68.0,89.0,42487200
54.0,82.0,42490800
49.0,69.0,42494400
48.0,61.0,42498000
44.0,49.0,42501600
33.0,35.0,42505200
22.0,19.0,42508800
18.0,10.0,42512400
19.0,7.0,42516000
23.0,7.0,42519600
41.0,11.0,42523200
78.0,26.0,42526800
91.0,48.0,42530400
92.0,71.0,42534000
88.0,75.0,42537600
82.0,72.0,42541200
79.0,72.0,42544800
74.0,76.0,42548400
68.0,82.0,42552000
66.0,88.0,42555600
68.0,97.0,42559200
68.0,95.0,42562800
73.0,92.0,42566400
75.0,89.0,42570000
68.0,89.0,42573600
54.0,82.0,42577200
49.0,69.0,42580800
48.0,61.0,42584400
44.0,49.0,42588000
33.0,35.0,42591600
22.0,19.0,42595200
18.0,10.0,42598800
19.0,7.0,42602400
23.0,7.0,42606000
41.0,11.0,42609600
78.0,26.0,42613200
91.0,48.0,42616800
92.0,71.0,42620400
88.0,75.0,42624000
82.0,72.0,42627600
79.0,72.0,42631200
74.0,76.0,42634800
68.0,82.0,42638400
66.0,88.0,42642000
68.0,97.0,42645600
68.0,95.0,42649200
73.0,92.0,42652800
75.0,89.0,42656400
68.0,89.0,42660000
54.0,82.0,42663600
49.0,69.0,42667200
48.0,61.0,42670800
44.0,49.0,42674400
33.0,35.0,42678000
22.0,19.0,42681600
18.0,10.0,42685200
19.0,7.0,42688800
23.0,7.0,42692400
41.0,11.0,42696000
78.0,26.0,42699600
91.0,48.0,42703200
92.0,71.0,42706800
88.0,75.0,42710400
82.0,72.0,42714000
79.0,72.0,42717600
74.0,76.0,42721200
68.0,82.0,42724800
66.0,88.0,42728400
68.0,97.0,42732000
68.0,95.0,42735600
73.0,92.0,42739200
75.0,89.0,42742800
68.0,89.0,42746400
54.0,82.0,42750000
49.0,69.0,42753600
48.0,61.0,42757200
44.0,49.0,42760800
33.0,35.0,42764400
22.0,19.0,42768000
18.0,10.0,42771600
19.0,7.0,42775200
23.0,7.0,42778800
41.0,11.0,42782400
78.0,26.0,42786000
91.0,48.0,42789600
92.0,71.0,42793200
88.0,75.0,42796800
82.0,72.0,42800400
79.0,72.0,42804000
74.0,76.0,42807600
68.0,82.0,42811200
66.0,88.0,42814800
68.0,97.0,42818400
68.0,95.0,42822000
73.0,92.0,42825600
75.0,89.0,42829200
68.0,89.0,42832800
54.0,82.0,42836400
49.0,69.0,42840000
48.0,61.0,42843600
44.0,49.0,42847200
33.0,35.0,42850800
22.0,19.0,42854400
18.0,10.0,42858000
19.0,7.0,42861600
23.0,7.0,42865200
41.0,11.0,42868800
78.0,26.0,42872400
91.0,48.0,42876000
92.0,71.0,42879600
88.0,75.0,42883200
82.0,72.0,42886800
79.0,72.0,42890400
74.0,76.0,42894000
68.0,82.0,42897600
66.0,88.0,42901200
68.0,97.0,42904800
68.0,95.0,42908400
73.0,92.0,42912000
75.0,89.0,42915600
68.0,89.0,42919200
54.0,82.0,42922800
49.0,69.0,42926400
48.0,61.0,42930000
44.0,49.0,42933600
33.0,35.0,42937200
22.0,19.0,42940800
18.0,10.0,42944400
19.0,7.0,42948000
23.0,7.0,42951600
41.0,11.0,42955200
78.0,26.0,42958800
91.0,48.0,42962400
92.0,71.0,42966000
88.0,75.0,42969600
82.0,72.0,42973200
79.0,72.0,42976800
74.0,76.0,42980400
68.0,82.0,42984000
66.0,88.0,42987600
68.0,97.0,42991200
68.0,95.0,42994800
73.0,92.0,42998400
75.0,89.0,43002000
68.0,89.0,43005600
54.0,82.0,43009200
49.0,69.0,43012800
48.0,61.0,43016400
44.0,49.0,43020000
33.0,35.0,43023600
22.0,19.0,43027200
18.0,10.0,43030800
19.0,7.0,43034400
23.0,7.0,43038000
41.0,11.0,43041600
78.0,26.0,43045200
91.0,48.0,43048800
92.0,71.0,43052400
88.0,75.0,43056000
82.0,72.0,43059600
79.0,72.0,43063200
74.0,76.0,43066800
68.0,82.0,43070400
66.0,88.0,43074000
68.0,97.0,43077600
68.0,95.0,43081200
73.0,92.0,43084800
75.0,89.0,43088400
68.0,89.0,43092000
54.0,82.0,43095600
49.0,69.0,43099200
48.0,61.0,43102800
44.0,49.0,43106400
33.0,35.0,43110000
22.0,19.0,43113600
18.0,10.0,43117200
19.0,7.0,43120800
23.0,7.0,43124400
41.0,11.0,43128000
78.0,26.0,43131600
91.0,48.0,43135200
92.0,71.0,43138800
88.0,75.0,43142400
82.0,72.0,43146000
79.0,72.0,43149600
74.0,76.0,43153200
68.0,82.0,43156800
66.0,88.0,43160400
68.0,97.0,43164000
68.0,95.0,43167600
73.0,92.0,43171200
75.0,89.0,43174800
68.0,89.0,43178400
54.0,82.0,43182000
49.0,69.0,43185600
48.0,61.0,43189200
44.0,49.0,43192800
33.0,35.0,43196400
22.0,19.0,43200000
18.0,10.0,43203600
19.0,7.0,43207200
23.0,7.0,43210800
41.0,11.0,43214400
78.0,26.0,43218000
91.0,48.0,43221600
92.0,71.0,43225200
88.0,75.0,43228800
82.0,72.0,43232400
79.0,72.0,43236000
74.0,76.0,43239600
68.0,82.0,43243200
66.0,88.0,43246800
68.0,97.0,43250400
68.0,95.0,43254000
73.0,92.0,43257600
75.0,89.0,43261200
68.0,89.0,43264800
54.0,82.0,43268400
49.0,69.0,43272000
48.0,61.0,43275600
44.0,49.0,43279200
33.0,35.0,43282800
22.0,19.0,43286400
18.0,10.0,43290000
19.0,7.0,43293600
23.0,7.0,43297200
41.0,11.0,43300800
78.0,26.0,43304400
91.0,48.0,43308000
92.0,71.0,43311600
88.0,75.0,43315200
82.0,72.0,43318800
79.0,72.0,43322400
74.0,76.0,43326000
68.0,82.0,43329600
66.0,88.0,43333200
68.0,97.0,43336800
68.0,95.0,43340400
73.0,92.0,43344000
75.0,89.0,43347600
68.0,89.0,43351200
54.0,82.0,43354800
49.0,69.0,43358400
48.0,61.0,43362000
44.0,49.0,43365600
33.0,35.0,43369200
22.0,19.0,43372800
18.0,10.0,43376400
19.0,7.0,43380000
23.0,7.0,43383600
41.0,11.0,43387200
78.0,26.0,43390800
91.0,48.0,43394400
92.0,71.0,43398000
88.0,75.0,43401600
82.0,72.0,43405200
79.0,72.0,43408800
74.0,76.0,43412400
68.0,82.0,43416000
66.0,88.0,43419600
68.0,97.0,43423200
68.0,95.0,43426800
73.0,92.0,43430400
75.0,89.0,43434000
68.0,89.0,43437600
54.0,82.0,43441200
49.0,69.0,43444800
48.0,61.0,43448400
44.0,49.0,43452000
33.0,35.0,43455600
22.0,19.0,43459200
18.0,10.0,43462800
19.0,7.0,43466400
23.0,7.0,43470000
41.0,11.0,43473600
78.0,26.0,43477200
91.0,48.0,43480800
92.0,71.0,43484400
88.0,75.0,43488000
82.0,72.0,43491600
79.0,72.0,43495200
74.0,76.0,43498800
68.0,82.0,43502400
66.0,88.0,43506000
68.0,97.0,43509600
68.0,95.0,43513200
73.0,92.0,43516800
75.0,89.0,43520400
68.0,89.0,43524000
54.0,82.0,43527600
49.0,69.0,43531200
48.0,61.0,43534800
44.0,49.0,43538400
33.0,35.0,43542000
22.0,19.0,43545600
18.0,10.0,43549200
19.0,7.0,43552800
23.0,7.0,43556400
41.0,11.0,43560000
78.0,26.0,43563600
91.0,48.0,43567200
92.0,71.0,43570800
88.0,75.0,43574400
82.0,72.0,43578000
79.0,72.0,43581600
74.0,76.0,43585200
68.0,82.0,43588800
66.0,88.0,43592400
68.0,97.0,43596000
68.0,95.0,43599600
73.0,92.0,43603200
75.0,89.0,43606800
68.0,89.0,43610400
54.0,82.0,43614000
49.0,69.0,43617600
48.0,61.0,43621200
44.0,49.0,43624800
33.0,35.0,43628400
22.0,19.0,43632000
18.0,10.0,43635600
19.0,7.0,43639200
23.0,7.0,43642800
41.0,11.0,43646400
78.0,26.0,43650000
91.0,48.0,43653600
92.0,71.0,43657200
88.0,75.0,43660800
82.0,72.0,43664400
79.0,72.0,43668000
74.0,76.0,43671600
68.0,82.0,43675200
66.0,88.0,43678800
68.0,97.0,43682400
68.0,95.0,43686000
73.0,92.0,43689600
75.0,89.0,43693200
68.0,89.0,43696800
54.0,82.0,43700400
49.0,69.0,43704000
48.0,61.0,43707600
44.0,49.0,43711200
33.0,35.0,43714800
22.0,19.0,43718400
18.0,10.0,43722000
19.0,7.0,43725600
23.0,7.0,43729200
41.0,11.0,43732800
78.0,26.0,43736400
91.0,48.0,43740000
92.0,71.0,43743600
88.0,75.0,43747200
82.0,72.0,43750800
79.0,72.0,43754400
74.0,76.0,43758000
68.0,82.0,43761600
66.0,88.0,43765200
68.0,97.0,43768800
68.0,95.0,43772400
73.0,92.0,43776000
75.0,89.0,43779600
68.0,89.0,43783200
54.0,82.0,43786800
49.0,69.0,43790400
48.0,61.0,43794000
44.0,49.0,43797600
33.0,35.0,43801200
22.0,19.0,43804800
18.0,10.0,43808400
19.0,7.0,43812000
23.0,7.0,43815600
41.0,11.0,43819200
78.0,26.0,43822800
91.0,48.0,43826400
92.0,71.0,43830000
88.0,75.0,43833600
82.0,72.0,43837200
79.0,72.0,43840800
74.0,76.0,43844400
68.0,82.0,43848000
66.0,88.0,43851600
68.0,97.0,43855200
68.0,95.0,43858800
73.0,92.0,43862400
75.0,89.0,43866000
68.0,89.0,43869600
54.0,82.0,43873200
49.0,69.0,43876800
48.0,61.0,43880400
44.0,49.0,43884000
33.0,35.0,43887600
22.0,19.0,43891200
18.0,10.0,43894800
19.0,7.0,43898400
23.0,7.0,43902000
41.0,11.0,43905600
78.0,26.0,43909200
91.0,48.0,43912800
92.0,71.0,43916400
88.0,75.0,43920000
82.0,72.0,43923600
79.0,72.0,43927200
74.0,76.0,43930800
68.0,82.0,43934400
66.0,88.0,43938000
68.0,97.0,43941600
68.0,95.0,43945200
73.0,92.0,43948800
75.0,89.0,43952400
68.0,89.0,43956000
54.0,82.0,43959600
49.0,69.0,43963200
48.0,61.0,43966800
44.0,49.0,43970400
33.0,35.0,43974000
22.0,19.0,43977600
18.0,10.0,43981200
19.0,7.0,43984800
23.0,7.0,43988400
41.0,11.0,43992000
78.0,26.0,43995600
91.0,48.0,43999200
92.0,71.0,44002800
88.0,75.0,44006400
82.0,72.0,44010000
79.0,72.0,44013600
74.0,76.0,44017200
68.0,82.0,44020800
66.0,88.0,44024400
68.0,97.0,44028000
68.0,95.0,44031600
73.0,92.0,44035200
75.0,89.0,44038800
68.0,89.0,44042400
54.0,82.0,44046000
49.0,69.0,44049600
48.0,61.0,44053200
44.0,49.0,44056800
33.0,35.0,44060400
22.0,19.0,44064000
18.0,10.0,44067600
19.0,7.0,44071200
23.0,7.0,44074800
41.0,11.0,44078400
78.0,26.0,44082000
91.0,48.0,44085600
92.0,71.0,44089200
88.0,75.0,44092800
82.0,72.0,44096400
79.0,72.0,44100000
74.0,76.0,44103600
68.0,82.0,44107200
66.0,88.0,44110800
68.0,97.0,44114400
68.0,95.0,44118000
73.0,92.0,44121600
75.0,89.0,44125200
68.0,89.0,44128800
54.0,82.0,44132400
49.0,69.0,44136000
48.0,61.0,44139600
44.0,49.0,44143200
33.0,35.0,44146800
22.0,19.0,44150400
18.0,10.0,44154000
19.0,7.0,44157600
23.0,7.0,44161200
41.0,11.0,44164800
78.0,26.0,44168400
91.0,48.0,44172000
92.0,71.0,44175600
88.0,75.0,44179200
82.0,72.0,44182800
79.0,72.0,44186400
74.0,76.0,44190000
68.0,82.0,44193600
66.0,88.0,44197200
68.0,97.0,44200800
68.0,95.0,44204400
73.0,92.0,44208000
75.0,89.0,44211600
68.0,89.0,44215200
54.0,82.0,44218800
49.0,69.0,44222400
48.0,61.0,44226000
44.0,49.0,44229600
33.0,35.0,44233200
22.0,19.0,44236800
18.0,10.0,44240400
19.0,7.0,44244000
23.0,7.0,44247600
41.0,11.0,44251200
78.0,26.0,44254800
91.0,48.0,44258400
92.0,71.0,44262000
88.0,75.0,44265600
82.0,72.0,44269200
79.0,72.0,44272800
74.0,76.0,44276400
68.0,82.0,44280000
66.0,88.0,44283600
68.0,97.0,44287200
68.0,95.0,44290800
73.0,92.0,44294400
75.0,89.0,44298000
68.0,89.0,44301600
54.0,82.0,44305200
49.0,69.0,44308800
48.0,61.0,44312400
44.0,49.0,44316000
33.0,35.0,44319600
22.0,19.0,44323200
18.0,10.0,44326800
19.0,7.0,44330400
23.0,7.0,44334000
41.0,11.0,44337600
78.0,26.0,44341200
91.0,48.0,44344800
92.0,71.0,44348400
88.0,75.0,44352000
82.0,72.0,44355600
79.0,72.0,44359200
74.0,76.0,44362800
68.0,82.0,44366400
66.0,88.0,44370000
68.0,97.0,44373600
68.0,95.0,44377200
73.0,92.0,44380800
75.0,89.0,44384400
68.0,89.0,44388000
54.0,82.0,44391600
49.0,69.0,44395200
48.0,61.0,44398800
44.0,49.0,44402400
33.0,35.0,44406000
22.0,19.0,44409600
18.0,10.0,44413200
19.0,7.0,44416800
23.0,7.0,44420400
41.0,11.0,44424000
78.0,26.0,44427600
91.0,48.0,44431200
92.0,71.0,44434800
88.0,75.0,44438400
82.0,72.0,44442000
79.0,72.0,44445600
74.0,76.0,44449200
68.0,82.0,44452800
66.0,88.0,44456400
68.0,97.0,44460000
68.0,95.0,44463600
73.0,92.0,44467200
75.0,89.0,44470800
68.0,89.0,44474400
54.0,82.0,44478000
49.0,69.0,44481600
48.0,61.0,44485200
44.0,49.0,44488800
33.0,35.0,44492400
22.0,19.0,44496000
18.0,10.0,44499600
19.0,7.0,44503200
23.0,7.0,44506800
41.0,11.0,44510400
78.0,26.0,44514000
91.0,48.0,44517600
92.0,71.0,44521200
88.0,75.0,44524800
82.0,72.0,44528400
79.0,72.0,44532000
74.0,76.0,44535600
68.0,82.0,44539200
66.0,88.0,44542800
68.0,97.0,44546400
68.0,95.0,44550000
73.0,92.0,44553600
75.0,89.0,44557200
68.0,89.0,44560800
54.0,82.0,44564400
49.0,69.0,44568000
48.0,61.0,44571600
44.0,49.0,44575200
33.0,35.0,44578800
22.0,19.0,44582400
18.0,10.0,44586000
19.0,7.0,44589600
23.0,7.0,44593200
41.0,11.0,44596800
78.0,26.0,44600400
91.0,48.0,44604000
92.0,71.0,44607600
88.0,75.0,44611200
82.0,72.0,44614800
79.0,72.0,44618400
74.0,76.0,44622000
68.0,82.0,44625600
66.0,88.0,44629200
68.0,97.0,44632800
68.0,95.0,44636400
73.0,92.0,44640000
75.0,89.0,44643600
68.0,89.0,44647200
54.0,82.0,44650800
49.0,69.0,44654400
48.0,61.0,44658000
44.0,49.0,44661600
33.0,35.0,44665200
22.0,19.0,44668800
18.0,10.0,44672400
19.0,7.0,44676000
23.0,7.0,44679600
41.0,11.0,44683200
78.0,26.0,44686800
91.0,48.0,44690400
92.0,71.0,44694000
88.0,75.0,44697600
82.0,72.0,44701200
79.0,72.0,44704800
74.0,76.0,44708400
68.0,82.0,44712000
66.0,88.0,44715600
68.0,97.0,44719200
68.0,95.0,44722800
73.0,92.0,44726400
75.0,89.0,44730000
68.0,89.0,44733600
54.0,82.0,44737200
49.0,69.0,44740800
48.0,61.0,44744400
44.0,49.0,44748000
33.0,35.0,44751600
22.0,19.0,44755200
18.0,10.0,44758800
19.0,7.0,44762400
23.0,7.0,44766000
41.0,11.0,44769600
78.0,26.0,44773200
91.0,48.0,44776800
92.0,71.0,44780400
88.0,75.0,44784000
82.0,72.0,44787600
79.0,72.0,44791200
74.0,76.0,44794800
68.0,82.0,44798400
66.0,88.0,44802000
68.0,97.0,44805600
68.0,95.0,44809200
73.0,92.0,44812800
75.0,89.0,44816400
68.0,89.0,44820000
54.0,82.0,44823600
49.0,69.0,44827200
48.0,61.0,44830800
44.0,49.0,44834400
33.0,35.0,44838000
22.0,19.0,44841600
18.0,10.0,44845200
19.0,7.0,44848800
23.0,7.0,44852400
41.0,11.0,44856000
78.0,26.0,44859600
91.0,48.0,44863200
92.0,71.0,44866800
88.0,75.0,44870400
82.0,72.0,44874000
79.0,72.0,44877600
74.0,76.0,44881200
68.0,82.0,44884800
66.0,88.0,44888400
68.0,97.0,44892000
68.0,95.0,44895600
73.0,92.0,44899200
75.0,89.0,44902800
68.0,89.0,44906400
54.0,82.0,44910000
49.0,69.0,44913600
48.0,61.0,44917200
44.0,49.0,44920800
33.0,35.0,44924400
22.0,19.0,44928000
18.0,10.0,44931600
19.0,7.0,44935200
23.0,7.0,44938800
41.0,11.0,44942400
78.0,26.0,44946000
91.0,48.0,44949600
92.0,71.0,44953200
88.0,75.0,44956800
82.0,72.0,44960400
79.0,72.0,44964000
74.0,76.0,44967600
68.0,82.0,44971200
66.0,88.0,44974800
68.0,97.0,44978400
68.0,95.0,44982000
73.0,92.0,44985600
75.0,89.0,44989200
68.0,89.0,44992800
54.0,82.0,44996400
49.0,69.0,45000000
48.0,61.0,45003600
44.0,49.0,45007200
33.0,35.0,45010800
22.0,19.0,45014400
18.0,10.0,45018000
19.0,7.0,45021600
23.0,7.0,45025200
41.0,11.0,45028800
78.0,26.0,45032400
91.0,48.0,45036000
92.0,71.0,45039600
88.0,75.0,45043200
82.0,72.0,45046800
79.0,72.0,45050400
74.0,76.0,45054000
68.0,82.0,45057600
66.0,88.0,45061200
68.0,97.0,45064800
68.0,95.0,45068400
73.0,92.0,45072000
75.0,89.0,45075600
68.0,89.0,45079200
54.0,82.0,45082800
49.0,69.0,45086400
48.0,61.0,45090000
44.0,49.0,45093600
33.0,35.0,45097200
22.0,19.0,45100800
18.0,10.0,45104400
19.0,7.0,45108000
23.0,7.0,45111600
41.0,11.0,45115200
78.0,26.0,45118800
91.0,48.0,45122400
92.0,71.0,45126000
88.0,75.0,45129600
82.0,72.0,45133200
79.0,72.0,45136800
74.0,76.0,45140400
68.0,82.0,45144000
66.0,88.0,45147600
68.0,97.0,45151200
68.0,95.0,45154800
73.0,92.0,45158400
75.0,89.0,45162000
68.0,89.0,45165600
54.0,82.0,45169200
49.0,69.0,45172800
48.0,61.0,45176400
44.0,49.0,45180000
33.0,35.0,45183600
22.0,19.0,45187200
18.0,10.0,45190800
19.0,7.0,45194400
23.0,7.0,45198000
41.0,11.0,45201600
78.0,26.0,45205200
91.0,48.0,45208800
92.0,71.0,45212400
88.0,75.0,45216000
82.0,72.0,45219600
79.0,72.0,45223200
74.0,76.0,45226800
68.0,82.0,45230400
66.0,88.0,45234000
68.0,97.0,45237600
68.0,95.0,45241200
73.0,92.0,45244800
75.0,89.0,45248400
68.0,89.0,45252000
54.0,82.0,45255600
49.0,69.0,45259200
48.0,61.0,45262800
44.0,49.0,45266400
33.0,35.0,45270000
22.0,19.0,45273600
18.0,10.0,45277200
19.0,7.0,45280800
23.0,7.0,45284400
41.0,11.0,45288000
78.0,26.0,45291600
91.0,48.0,45295200
92.0,71.0,45298800
88.0,75.0,45302400
82.0,72.0,45306000
79.0,72.0,45309600
74.0,76.0,45313200
68.0,82.0,45316800
66.0,88.0,45320400
68.0,97.0,45324000
68.0,95.0,45327600
73.0,92.0,45331200
75.0,89.0,45334800
68.0,89.0,45338400
54.0,82.0,45342000
49.0,69.0,45345600
48.0,61.0,45349200
44.0,49.0,45352800
33.0,35.0,45356400
22.0,19.0,45360000
18.0,10.0,45363600
19.0,7.0,45367200
23.0,7.0,45370800
41.0,11.0,45374400
78.0,26.0,45378000
91.0,48.0,45381600
92.0,71.0,45385200
88.0,75.0,45388800
82.0,72.0,45392400
79.0,72.0,45396000
74.0,76.0,45399600
68.0,82.0,45403200
66.0,88.0,45406800
68.0,97.0,45410400
68.0,95.0,45414000
73.0,92.0,45417600
75.0,89.0,45421200
68.0,89.0,45424800
54.0,82.0,45428400
49.0,69.0,45432000
48.0,61.0,45435600
44.0,49.0,45439200
33.0,35.0,45442800
22.0,19.0,45446400
18.0,10.0,45450000
19.0,7.0,45453600
23.0,7.0,45457200
41.0,11.0,45460800
78.0,26.0,45464400
91.0,48.0,45468000
92.0,71.0,45471600
88.0,75.0,45475200
82.0,72.0,45478800
79.0,72.0,45482400
74.0,76.0,45486000
68.0,82.0,45489600
66.0,88.0,45493200
68.0,97.0,45496800
68.0,95.0,45500400
73.0,92.0,45504000
75.0,89.0,45507600
68.0,89.0,45511200
54.0,82.0,45514800
49.0,69.0,45518400
48.0,61.0,45522000
44.0,49.0,45525600
33.0,35.0,45529200
22.0,19.0,45532800
18.0,10.0,45536400
19.0,7.0,45540000
23.0,7.0,45543600
41.0,11.0,45547200
78.0,26.0,45550800
91.0,48.0,45554400
92.0,71.0,45558000
88.0,75.0,45561600
82.0,72.0,45565200
79.0,72.0,45568800
74.0,76.0,45572400
68.0,82.0,45576000
66.0,88.0,45579600
68.0,97.0,45583200
68.0,95.0,45586800
73.0,92.0,45590400
75.0,89.0,45594000
68.0,89.0,45597600
54.0,82.0,45601200
49.0,69.0,45604800
48.0,61.0,45608400
44.0,49.0,45612000
33.0,35.0,45615600
22.0,19.0,45619200
18.0,10.0,45622800
19.0,7.0,45626400
23.0,7.0,45630000
41.0,11.0,45633600
78.0,26.0,45637200
91.0,48.0,45640800
92.0,71.0,45644400
88.0,75.0,45648000
82.0,72.0,45651600
79.0,72.0,45655200
74.0,76.0,45658800
68.0,82.0,45662400
