locationname,datetime,temp,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility
WARNER,2023-06-20T00:00:00,61.7,4.7,0.983488,1.67551608,1014.7,0,9.9
WARNER,2023-06-20T01:00:00,61.4,4.7,0.357632,0.680678408,1014.7,0,9.9
WARNER,2023-06-20T02:00:00,60.4,5.8,1.34112,1.431169985,1014.5,0,9.9
WARNER,2023-06-20T03:00:00,59.6,6.9,0.983488,1.25663706,1014.1,0,9.9
WARNER,2023-06-20T04:00:00,58.8,6.9,0,0,1014.3,16.8,9.9
WARNER,2023-06-20T05:00:00,57.7,5.8,0,0,1014.3,14.9,9.9
WARNER,2023-06-20T06:00:00,57.5,5.8,0,0,1014.7,14.9,9.9
WARNER,2023-06-20T07:00:00,59,5.8,0,0,1014.9,0,9.9
WARNER,2023-06-20T08:00:00,61.9,5.8,0.268224,0.785398163,1015.2,0,9.9
WARNER,2023-06-20T09:00:00,67.6,5.8,0.67056,6.230825423,1015.5,0,9.9
WARNER,2023-06-20T10:00:00,69.7,5.8,1.519936,3.892084228,1015.3,0,9.9
WARNER,2023-06-20T11:00:00,73.1,9.2,0.849376,5.462880553,1014.9,0,9.9
WARNER,2023-06-20T12:00:00,75.9,9.2,2.771648,4.276056663,1014.6,0,9.9
WARNER,2023-06-20T13:00:00,77.6,20.8,5.81152,2.93215314,1014.5,0,9.9
WARNER,2023-06-20T14:00:00,78,11.4,5.498592,2.740166923,1014.6,0,9.9
WARNER,2023-06-20T15:00:00,78.9,11.4,5.498592,2.844886678,1014.2,0,9.9
WARNER,2023-06-20T16:00:00,77.8,11.4,5.409184,2.844886678,1014,0,9.9
WARNER,2023-06-20T17:00:00,77,9.2,5.230368,2.705260338,1014.1,0,9.9
WARNER,2023-06-20T18:00:00,74.7,9.2,4.24688,2.757620215,1013.6,0,9.9
WARNER,2023-06-20T19:00:00,73.4,9.2,3.933952,2.30383461,1013.5,0,9.9
WARNER,2023-06-20T20:00:00,69.6,6.9,2.503424,2.44346095,1013.7,0,9.9
WARNER,2023-06-20T21:00:00,67.9,6.9,1.877568,2.30383461,1013.9,0,9.9
WARNER,2023-06-20T22:00:00,66.7,6.9,1.78816,2.495820828,1014.3,0,9.9
WARNER,2023-06-20T23:00:00,65.7,6.9,1.922272,1.972222053,1014.5,0,9.9
WARNER,2023-06-21T00:00:00,64.2,6.9,1.743456,1.797689128,1014.6,0,9.9
WARNER,2023-06-21T01:00:00,63.3,6.9,1.251712,1.448623278,1014.4,0,9.9
WARNER,2023-06-21T02:00:00,62.9,4.7,0.268224,0.366519143,1014.3,0,9.9
WARNER,2023-06-21T03:00:00,61,4.7,0,0,1014,0,9.9
WARNER,2023-06-21T04:00:00,60.2,4.7,0.357632,6.230825423,1013.8,0,9.9
WARNER,2023-06-21T05:00:00,59.2,4.7,0.268224,6.021385913,1013.7,0,9.9
WARNER,2023-06-21T06:00:00,58.9,4.7,0.983488,4.74729556,1014,0,9.9
WARNER,2023-06-21T07:00:00,60.6,4.7,0,0,1014.2,0,9.9
WARNER,2023-06-21T08:00:00,65,4.7,0,0,1014.4,0,9.9
WARNER,2023-06-21T09:00:00,68.2,4.7,0.268224,0,1014.4,0,9.9
WARNER,2023-06-21T10:00:00,72.7,4.7,1.78816,3.665191425,1013.9,0,9.9
WARNER,2023-06-21T11:00:00,75,4.7,2.101088,3.316125575,1013.9,0,9.9
WARNER,2023-06-21T12:00:00,78.7,3.4,2.950464,2.23402144,1013.6,0,9.9
WARNER,2023-06-21T13:00:00,78.9,3.4,2.503424,5.113814703,1013.4,0,9.9
WARNER,2023-06-21T14:00:00,79.3,18.6,4.02336,2.914699848,1013.1,0,9.9
WARNER,2023-06-21T15:00:00,80.5,11.4,5.588,2.967059725,1012.9,0,9.9
WARNER,2023-06-21T16:00:00,80.3,11.4,6.526784,2.93215314,1012.6,0,9.9
WARNER,2023-06-21T17:00:00,77.8,11.4,6.079744,2.495820828,1012.2,0,9.9
WARNER,2023-06-21T18:00:00,77,11.4,4.202176,2.530727413,1011.9,0,9.9
WARNER,2023-06-21T19:00:00,75.3,11.4,3.665728,2.58308729,1011.8,0,9.9
WARNER,2023-06-21T20:00:00,71.1,5.8,2.592832,2.565633998,1012.2,0,9.9
WARNER,2023-06-21T21:00:00,67.4,5.8,1.966976,2.408554365,1012.8,0,9.9
WARNER,2023-06-21T22:00:00,65.7,5.8,2.145792,1.972222053,1012.9,0,9.9
WARNER,2023-06-21T23:00:00,64.7,4.7,0.849376,1.32645023,1012.9,0,9.9
WARNER,2023-06-22T00:00:00,63.9,4.7,1.609344,1.972222053,1012.9,0,9.9
WARNER,2023-06-22T01:00:00,62,4.7,2.101088,2.0943951,1012.9,0,9.9
WARNER,2023-06-22T02:00:00,60.6,5.8,2.145792,1.518436448,1012.7,0,9.9
WARNER,2023-06-22T03:00:00,59.6,6.9,1.654048,1.553343033,1012.8,14.9,9.9
WARNER,2023-06-22T04:00:00,59,6.9,1.743456,1.204277183,1012.8,14.9,9.9
WARNER,2023-06-22T05:00:00,57.1,5.8,1.654048,1.099557428,1012.9,0,9.9
WARNER,2023-06-22T06:00:00,57.4,5.8,0,0,1013,0,9.9
WARNER,2023-06-22T07:00:00,58.3,5.8,0.268224,6.178465545,1013.4,31.6,9.1
WARNER,2023-06-22T08:00:00,60.4,6.9,2.101088,2.478367535,1014,92.7,9.9
WARNER,2023-06-22T09:00:00,61.4,6.9,3.933952,2.670353753,1014.5,100,9.9
WARNER,2023-06-22T10:00:00,64.2,6.9,2.056384,3.228859113,1014.3,100,9.9
WARNER,2023-06-22T11:00:00,66.2,18.3,3.084576,2.757620215,1014.3,96.3,9.9
WARNER,2023-06-22T12:00:00,70.9,8.1,4.336288,2.93215314,1014,18.5,9.9
WARNER,2023-06-22T13:00:00,72,20.8,4.783328,2.93215314,1013.7,0,9.9
WARNER,2023-06-22T14:00:00,72,20.4,4.649216,2.967059725,1013.8,0,9.9
WARNER,2023-06-22T15:00:00,71.4,17.8,4.783328,3.176499235,1013.4,4.6,9.9
WARNER,2023-06-22T16:00:00,72.3,18.3,4.872736,2.844886678,1013.1,4.6,9.9
WARNER,2023-06-22T17:00:00,71.6,18.3,5.856224,2.967059725,1013,4.6,9.9
WARNER,2023-06-22T18:00:00,69.6,11.4,5.096256,2.670353753,1012.9,4.6,9.9
WARNER,2023-06-22T19:00:00,66.7,11.4,4.783328,2.827433385,1013.1,0,9.9
WARNER,2023-06-22T20:00:00,63.1,8.1,4.962144,2.44346095,1013.5,0,9.9
WARNER,2023-06-22T21:00:00,60.8,8.1,2.950464,2.617993875,1013.9,0,9.9
WARNER,2023-06-22T22:00:00,60.8,8.1,2.2352,1.60570291,1014.5,0,9.9
WARNER,2023-06-22T23:00:00,59.6,3.4,2.279904,1.919862175,1014.8,0,9.9
WARNER,2023-06-23T00:00:00,58.6,3.4,2.101088,1.483529863,1014.6,0,9.9
WARNER,2023-06-23T01:00:00,57.7,3.4,0.491744,0.680678408,1014.7,0,9.9
WARNER,2023-06-23T02:00:00,56.9,4.7,1.832864,2.042035223,1014.6,14.9,9.9
WARNER,2023-06-23T03:00:00,56.9,5.8,0.804672,0.785398163,1014.6,16.8,9.9
WARNER,2023-06-23T04:00:00,56.6,5.8,2.01168,2.059488515,1015.1,96.3,9.9
WARNER,2023-06-23T05:00:00,57.4,6.9,3.173984,1.623156203,1015.5,86,9.9
WARNER,2023-06-23T06:00:00,58,6.9,2.145792,1.797689128,1016.2,83.2,9.9
WARNER,2023-06-23T07:00:00,59.4,6.9,2.101088,1.780235835,1016.6,91.6,9.9
WARNER,2023-06-23T08:00:00,62,6.9,3.3528,2.059488515,1017.2,98.2,9.9
WARNER,2023-06-23T09:00:00,64.6,6.9,3.621024,2.37364778,1017.4,31.6,9.9
WARNER,2023-06-23T10:00:00,65.7,6.9,2.90576,1.3962634,1017.4,14.9,9.9
WARNER,2023-06-23T11:00:00,67,11.4,1.1176,5.340707505,1017.3,14.9,9.9
WARNER,2023-06-23T12:00:00,70.4,11.4,2.771648,4.014257275,1016.7,4.6,9.9
WARNER,2023-06-23T13:00:00,71.6,11.4,0.849376,5.410520675,1016.2,0,9.9
WARNER,2023-06-23T14:00:00,73.1,16.1,0.938784,5.602506893,1015.4,0,9.9
WARNER,2023-06-23T15:00:00,76.1,17.2,2.771648,4.433136295,1014.6,0,9.9
WARNER,2023-06-23T16:00:00,75.6,23,3.889248,4.101523738,1014.1,0,9.9
WARNER,2023-06-23T17:00:00,75.1,19,4.112768,4.066617153,1013.7,0,9.9
WARNER,2023-06-23T18:00:00,73.7,23,3.710432,4.32841654,1013.4,0,9.9
WARNER,2023-06-23T19:00:00,70.4,13.9,4.515104,2.617993875,1013.9,0,9.9
WARNER,2023-06-23T20:00:00,67.4,6.9,2.950464,2.740166923,1014.6,0,9.9
WARNER,2023-06-23T21:00:00,64.8,6.9,1.609344,2.617993875,1015.2,0,9.9
WARNER,2023-06-23T22:00:00,64.7,6.9,1.430528,6.126105668,1015.6,0,9.9
WARNER,2023-06-23T23:00:00,62.9,5.8,1.251712,5.16617458,1015.7,0,9.9
WARNER,2023-06-24T00:00:00,62,5.8,0,0,1015.6,0,9.9
WARNER,2023-06-24T01:00:00,61.2,5.8,0.715264,0.820304748,1014.9,0,9.9
WARNER,2023-06-24T02:00:00,60,5.8,0.983488,4.8869219,1014.7,0,9.9
WARNER,2023-06-24T03:00:00,59.3,5.8,0.491744,0.820304748,1014.8,0,9.9
WARNER,2023-06-24T04:00:00,58.3,5.8,0.491744,0.733038285,1014.9,0,9.9
WARNER,2023-06-24T05:00:00,58.2,4.7,0.268224,0.104719755,1015.3,4.6,9.9
WARNER,2023-06-24T06:00:00,57.5,4.7,0,0,1015.4,16.8,9.9
WARNER,2023-06-24T07:00:00,59.4,4.7,0.983488,2.0943951,1016,16.8,9.9
WARNER,2023-06-24T08:00:00,62,4.7,0.983488,1.25663706,1016.8,16.8,9.9
WARNER,2023-06-24T09:00:00,65.4,4.7,2.101088,2.617993875,1016.6,16.8,9.9
WARNER,2023-06-24T10:00:00,68.9,4.7,0.491744,0.13962634,1016.2,0,9.9
WARNER,2023-06-24T11:00:00,70.6,10.3,1.609344,4.764748853,1016.5,0,9.9
WARNER,2023-06-24T12:00:00,73.5,10.3,4.202176,2.705260338,1016.2,0,9.9
WARNER,2023-06-24T13:00:00,76.6,10.3,2.145792,2.967059725,1015.6,0,9.9
WARNER,2023-06-24T14:00:00,79.9,12.8,3.084576,3.14159265,1015.2,0,9.9
WARNER,2023-06-24T15:00:00,77,19.7,5.588,3.316125575,1015,0,9.9
WARNER,2023-06-24T16:00:00,76.5,18.4,5.945632,3.193952528,1015,0,9.9
WARNER,2023-06-24T17:00:00,76.8,20.8,5.766816,3.089232773,1014.8,0,9.9
WARNER,2023-06-24T18:00:00,75.1,17.2,4.02336,2.740166923,1015,0,9.9
WARNER,2023-06-24T19:00:00,72.3,11.4,4.24688,2.914699848,1015.1,0,9.9
WARNER,2023-06-24T20:00:00,68.7,5.8,2.101088,2.705260338,1015,0,9.9
WARNER,2023-06-24T21:00:00,67.6,5.8,1.877568,2.408554365,1015.2,0,9.9
WARNER,2023-06-24T22:00:00,65.6,5.8,2.369312,2.30383461,1015.6,0,9.9
WARNER,2023-06-24T23:00:00,63,4.7,1.78816,2.0943951,1016.5,0,9.9
WARNER,2023-06-25T00:00:00,61,4.7,1.832864,1.3962634,1016.7,0,9.9
WARNER,2023-06-25T01:00:00,60.4,4.7,1.34112,1.3962634,1016.5,0,9.9
WARNER,2023-06-25T02:00:00,60,4.7,1.609344,1.570796325,1016.5,8.4,9.9
WARNER,2023-06-25T03:00:00,59.2,4.7,1.430528,1.797689128,1016.5,0,9.9
WARNER,2023-06-25T04:00:00,58.2,4.7,1.654048,1.518436448,1016.5,0,9.9
WARNER,2023-06-25T05:00:00,56.8,4.7,0.983488,1.3962634,1016.5,48.2,9.9
WARNER,2023-06-25T06:00:00,57.7,4.7,1.519936,0.83775804,1016.6,100,8.8
WARNER,2023-06-25T07:00:00,57.9,4.7,1.966976,2.30383461,1017.1,100,7.9
WARNER,2023-06-25T08:00:00,59.2,5.8,2.01168,1.623156203,1017.5,100,6.8
WARNER,2023-06-25T09:00:00,60.9,5.8,0.357632,5.497787138,1017.5,100,7.7
WARNER,2023-06-25T10:00:00,63.7,5.8,2.01168,1.692969373,1017.6,91,8.5
WARNER,2023-06-25T11:00:00,67.3,9.2,2.369312,3.752457888,1017.4,4.6,9.9
WARNER,2023-06-25T12:00:00,72.2,9.2,3.3528,3.4906585,1017,0,9.9
WARNER,2023-06-25T13:00:00,75.4,9.2,2.324608,4.74729556,1016.4,0,9.9
WARNER,2023-06-25T14:00:00,76.5,13.9,3.3528,3.577924963,1015.7,0,9.9
WARNER,2023-06-25T15:00:00,77.9,13.9,3.084576,3.665191425,1015.2,0,9.9
WARNER,2023-06-25T16:00:00,77.6,19.7,4.872736,2.495820828,1014.7,0,9.9
WARNER,2023-06-25T17:00:00,75.6,9.2,4.91744,3.228859113,1014.3,0,9.9
WARNER,2023-06-25T18:00:00,76,9.2,3.621024,2.478367535,1013.7,0,9.9
WARNER,2023-06-25T19:00:00,75.3,9.2,2.190496,3.577924963,1013.5,0,9.9
WARNER,2023-06-25T20:00:00,72.6,5.8,2.68224,4.101523738,1013.6,0,9.9
WARNER,2023-06-25T21:00:00,68.7,5.8,1.832864,5.532693723,1013.9,0,9.9
WARNER,2023-06-25T22:00:00,66.3,5.8,2.503424,3.35103216,1014.2,0,9.9
WARNER,2023-06-25T23:00:00,64.1,4.7,1.698752,3.106686065,1014.6,0,9.9
WARNER,2023-06-26T00:00:00,62.1,4.7,0.581152,1.012290965,1014.4,0,9.9
WARNER,2023-06-26T01:00:00,61.4,4.7,1.385824,4.8869219,1014.2,0,9.9
WARNER,2023-06-26T02:00:00,61,4.7,0.268224,0.523598775,1013.8,0,9.9
WARNER,2023-06-26T03:00:00,58.7,3.4,1.698752,2.0943951,1013.8,0,9.9
WARNER,2023-06-26T04:00:00,59.2,4.7,0.357632,0.471238898,1013.7,4.6,9.9
WARNER,2023-06-26T05:00:00,58.5,4.7,1.78816,1.88495559,1013.8,16.8,9.9
WARNER,2023-06-26T06:00:00,58.3,4.7,1.654048,1.274090353,1014.5,0,9.9
WARNER,2023-06-26T07:00:00,60.2,4.7,0,0,1014.5,0,9.9
WARNER,2023-06-26T08:00:00,63.3,4.7,0.357632,0.750491578,1014.6,0,9.9
WARNER,2023-06-26T09:00:00,65.7,4.7,0.983488,0,1014.6,0,9.9
WARNER,2023-06-26T10:00:00,68.8,4.7,1.028192,6.14355896,1014.2,0,9.9
WARNER,2023-06-26T11:00:00,71.4,5.8,1.78816,4.39822971,1013.8,4.6,9.9
WARNER,2023-06-26T12:00:00,75.7,5.8,2.369312,2.059488515,1013.3,4.6,9.9
WARNER,2023-06-26T13:00:00,77.4,5.8,3.218688,2.51327412,1012.8,0,9.9
WARNER,2023-06-26T14:00:00,78.4,11.4,4.336288,2.7925268,1012.2,0,9.9
WARNER,2023-06-26T15:00:00,79.2,16.1,4.783328,2.495820828,1011.3,0,9.9
WARNER,2023-06-26T16:00:00,78.6,11.4,5.588,2.670353753,1010.9,0,9.9
WARNER,2023-06-26T17:00:00,76.8,17.2,4.336288,2.740166923,1010.7,0,9.9
WARNER,2023-06-26T18:00:00,75.7,11.4,4.604512,2.478367535,1010.1,0,9.9
WARNER,2023-06-26T19:00:00,72.9,11.4,4.202176,2.7925268,1010.1,0,9.9
WARNER,2023-06-26T20:00:00,69.4,6.9,3.039872,2.565633998,1010.3,0,9.9
WARNER,2023-06-26T21:00:00,67.1,6.9,2.68224,2.146754978,1010.6,0,9.9
WARNER,2023-06-26T22:00:00,65.4,6.9,2.995168,2.0943951,1010.9,0,9.9
WARNER,2023-06-26T23:00:00,64.5,5.8,1.922272,1.67551608,1011.2,0,9.9
WARNER,2023-06-27T00:00:00,63.1,5.8,2.503424,1.3962634,1011.3,0,9.9
WARNER,2023-06-27T01:00:00,62.2,5.8,0.983488,1.3962634,1011.2,0,9.9
WARNER,2023-06-27T02:00:00,61.6,4.7,0.268224,5.37561409,1010.9,0,9.9
WARNER,2023-06-27T03:00:00,60.4,3.4,1.698752,1.658062788,1011.1,14.9,9.9
WARNER,2023-06-27T04:00:00,60.4,4.7,0.983488,1.53588974,1010.9,8.4,9.9
WARNER,2023-06-27T05:00:00,60.2,2.2,0,0,1011,0,9.9
WARNER,2023-06-27T06:00:00,59.2,2.2,0,0,1010.9,0,9.9
WARNER,2023-06-27T07:00:00,60.2,2.2,0.268224,0.785398163,1011.3,0,9.9
WARNER,2023-06-27T08:00:00,63.7,2.2,0.581152,1.378810108,1011.4,4.1,9.9
WARNER,2023-06-27T09:00:00,67.3,2.2,1.609344,1.692969373,1011.3,8.4,9.9
WARNER,2023-06-27T10:00:00,70.9,2.2,2.369312,2.408554365,1011.1,4.6,9.9
WARNER,2023-06-27T11:00:00,73.5,6.9,2.771648,2.548180705,1010.9,0,9.9
WARNER,2023-06-27T12:00:00,75.4,6.9,2.2352,3.4906585,1010.9,0,9.9
WARNER,2023-06-27T13:00:00,79.3,6.9,3.442208,2.7925268,1010.4,0,9.9
WARNER,2023-06-27T14:00:00,80.7,9.2,3.755136,2.321287903,1009.9,0,9.9
WARNER,2023-06-27T15:00:00,80.1,9.2,5.498592,3.00196631,1009.7,0,9.9
WARNER,2023-06-27T16:00:00,79.5,9.2,5.319776,2.37364778,1009.3,0,9.9
WARNER,2023-06-27T17:00:00,79.2,9.2,5.319776,2.495820828,1008.9,0,9.9
WARNER,2023-06-27T18:00:00,78.2,9.2,4.783328,2.7925268,1008.7,0,9.9
WARNER,2023-06-27T19:00:00,75.7,9.2,4.24688,2.565633998,1009,0,9.9
WARNER,2023-06-27T20:00:00,70.4,5.8,3.173984,2.670353753,1009.4,0,9.9
WARNER,2023-06-27T21:00:00,67.9,5.8,3.173984,2.30383461,1010,0,9.9
WARNER,2023-06-27T22:00:00,65.4,5.8,2.101088,2.530727413,1010.6,0,9.9
WARNER,2023-06-27T23:00:00,64.8,3.4,2.190496,2.321287903,1010.8,0,9.9
WARNER,2023-06-28T00:00:00,63.9,3.4,2.101088,1.95476876,1011,0,9.9
WARNER,2023-06-28T01:00:00,63,3.4,1.34112,1.553343033,1010.7,0,9.9
WARNER,2023-06-28T02:00:00,61.2,3.4,1.922272,1.518436448,1010.7,14.9,9.9
WARNER,2023-06-28T03:00:00,60.4,3.4,2.01168,1.483529863,1010.7,9.3,9.9
WARNER,2023-06-28T04:00:00,59.8,3.4,2.592832,1.431169985,1010.8,16.8,9.9
WARNER,2023-06-28T05:00:00,58.2,3.4,1.519936,2.321287903,1011.3,80.7,7.5
WARNER,2023-06-28T06:00:00,59.9,4.7,2.145792,2.042035223,1011.6,100,8.7
WARNER,2023-06-28T07:00:00,60.7,4.7,0.357632,0.593411945,1012.1,100,7.3
WARNER,2023-06-28T08:00:00,61.6,5.8,2.68224,1.53588974,1012.5,100,7.9
WARNER,2023-06-28T09:00:00,64,5.8,2.68224,1.88495559,1012.5,100,8.7
WARNER,2023-06-28T10:00:00,66.1,5.8,2.861056,2.984513018,1012.7,92.1,9
WARNER,2023-06-28T11:00:00,68.8,12.8,2.145792,5.777039818,1012.5,58.3,9.9
WARNER,2023-06-28T12:00:00,71.9,12.8,2.950464,3.83972435,1012.1,16.8,9.9
WARNER,2023-06-28T13:00:00,73.5,16.1,3.263392,3.193952528,1011.7,2.5,9.9
WARNER,2023-06-28T14:00:00,76.6,18.3,5.006848,3.543018378,1011.1,0,9.9
WARNER,2023-06-28T15:00:00,77.4,12.8,3.531616,2.356194488,1010.6,0,9.9
WARNER,2023-06-28T16:00:00,76.2,12.8,4.828032,2.617993875,1010.2,0,9.9
WARNER,2023-06-28T17:00:00,75.7,11.4,3.621024,3.228859113,1009.9,0,9.9
WARNER,2023-06-28T18:00:00,75.3,11.4,4.02336,2.844886678,1009.7,0,9.9
WARNER,2023-06-28T19:00:00,73.1,11.4,3.844544,2.478367535,1009.9,0,9.9
WARNER,2023-06-28T20:00:00,69,9.2,3.621024,2.356194488,1010.3,0,9.9
WARNER,2023-06-28T21:00:00,66.2,9.2,2.68224,2.827433385,1010.7,0,9.9
WARNER,2023-06-28T22:00:00,64,9.2,2.503424,2.356194488,1011.2,0,9.9
WARNER,2023-06-28T23:00:00,63.1,5.8,1.698752,2.356194488,1011.5,0,9.9
WARNER,2023-06-29T00:00:00,62.2,5.8,2.548128,2.23402144,1011.6,0,9.9
WARNER,2023-06-29T01:00:00,62.2,5.8,1.654048,1.67551608,1011.4,0,9.9
WARNER,2023-06-29T02:00:00,61.4,4.7,1.832864,1.710422665,1011.4,14.9,9.9
WARNER,2023-06-29T03:00:00,61.4,3.4,1.743456,1.518436448,1011.4,16.8,9.9
WARNER,2023-06-29T04:00:00,60,3.4,1.430528,1.832595713,1011.6,16.8,9.7
WARNER,2023-06-29T05:00:00,59.9,3.4,1.609344,2.478367535,1011.7,33.4,9.9
WARNER,2023-06-29T06:00:00,59.2,4.7,2.01168,2.44346095,1012.4,100,8.5
WARNER,2023-06-29T07:00:00,60.3,4.7,1.743456,2.408554365,1012.9,100,5.8
WARNER,2023-06-29T08:00:00,61,4.7,1.519936,2.391101073,1013.4,100,5.5
WARNER,2023-06-29T09:00:00,62.6,4.7,1.743456,2.146754978,1013.6,100,6.6
WARNER,2023-06-29T10:00:00,64.1,4.7,0.67056,1.378810108,1013.5,100,6.7
WARNER,2023-06-29T11:00:00,68.8,8.1,1.251712,0,1013.2,8.4,7.5
WARNER,2023-06-29T12:00:00,73.5,8.1,1.78816,4.39822971,1012.8,0,8.9
WARNER,2023-06-29T13:00:00,77.4,8.1,1.028192,4.991641655,1012,0,9.9
WARNER,2023-06-29T14:00:00,79.7,15,2.771648,2.705260338,1011.3,0,9.9
WARNER,2023-06-29T15:00:00,81.9,15,3.442208,3.089232773,1010.5,0,9.9
WARNER,2023-06-29T16:00:00,81.6,15,4.515104,2.967059725,1010,0,9.9
WARNER,2023-06-29T17:00:00,80.9,11.4,3.531616,2.44346095,1009.7,0,9.9
WARNER,2023-06-29T18:00:00,78.5,11.4,4.515104,2.844886678,1009.6,0,9.9
WARNER,2023-06-29T19:00:00,75.7,11.4,3.933952,2.408554365,1009.8,0,9.9
WARNER,2023-06-29T20:00:00,71.4,4.7,3.442208,2.565633998,1010.5,14.9,9.9
WARNER,2023-06-29T21:00:00,68.7,4.7,3.263392,2.216568148,1011,16.8,9.9
WARNER,2023-06-29T22:00:00,66.3,4.7,2.861056,2.0943951,1011.7,16.8,9.9
WARNER,2023-06-29T23:00:00,66.3,3.4,2.503424,1.780235835,1011.8,14.9,9.9
WARNER,2023-06-30T00:00:00,65.8,3.4,1.743456,1.588249618,1012,16.8,9.7
WARNER,2023-06-30T01:00:00,65.2,3.4,1.251712,1.448623278,1012,16.8,9.4
WARNER,2023-06-30T02:00:00,64.9,4.7,0.268224,5.44542726,1011.8,16.8,9.3
WARNER,2023-06-30T03:00:00,63.3,4.7,0.268224,0.62831853,1011.4,9.3,9.2
WARNER,2023-06-30T04:00:00,63.7,4.7,0.268224,0.575958653,1011.4,9.3,9.2
WARNER,2023-06-30T05:00:00,62.4,4.7,1.519936,1.95476876,1011.8,9.3,8.5
WARNER,2023-06-30T06:00:00,61.6,4.7,0,0,1012.2,16.8,8.6
WARNER,2023-06-30T07:00:00,63.2,4.7,0.268224,0.785398163,1012.3,16.8,7.7
WARNER,2023-06-30T08:00:00,66.4,6.9,1.34112,1.67551608,1012.5,16.8,8.5
WARNER,2023-06-30T09:00:00,68.5,6.9,0.357632,0.471238898,1012.6,16.8,8.7
WARNER,2023-06-30T10:00:00,73.3,6.9,2.101088,1.780235835,1012.2,16.8,9.1
WARNER,2023-06-30T11:00:00,76.5,2.2,1.028192,6.195918838,1011.9,16.8,8.6
WARNER,2023-06-30T12:00:00,79.6,2.2,2.369312,3.228859113,1011.4,14.9,9.6
WARNER,2023-06-30T13:00:00,81.7,2.2,2.861056,2.44346095,1010.9,8.4,9.5
WARNER,2023-06-30T14:00:00,84.2,4.7,3.039872,2.7925268,1010.2,8.4,9.9
WARNER,2023-06-30T15:00:00,86,4.7,3.173984,2.58308729,1009.4,0,9.9
WARNER,2023-06-30T16:00:00,86.3,4.7,4.112768,2.827433385,1008.9,4.6,9.9
WARNER,2023-06-30T17:00:00,85.6,10.3,3.844544,2.7925268,1008.6,4.1,9.9
WARNER,2023-06-30T18:00:00,82.7,10.3,4.02336,2.408554365,1008.6,8.4,9.9
WARNER,2023-06-30T19:00:00,79.9,10.3,3.442208,1.81514242,1008.8,14.9,9.9
WARNER,2023-06-30T20:00:00,76,2.2,3.531616,2.30383461,1009,16.8,9.9
WARNER,2023-06-30T21:00:00,72.4,2.2,2.324608,1.797689128,1009.6,16.8,9.7
WARNER,2023-06-30T22:00:00,70.1,4.7,2.771648,2.042035223,1010.6,16.8,9.3
WARNER,2023-06-30T23:00:00,67.9,3.4,2.90576,1.95476876,1011.4,16.8,9.1
WARNER,2023-07-01T00:00:00,67.3,3.4,2.2352,1.972222053,1011.6,16.8,9.3
WARNER,2023-07-01T01:00:00,65.3,3.4,1.922272,1.989675345,1011.6,16.8,9.1
WARNER,2023-07-01T02:00:00,64.5,3.4,1.743456,1.74532925,1011.3,16.8,9.1
WARNER,2023-07-01T03:00:00,63.9,4.7,1.743456,1.972222053,1011.2,20.1,8.1
WARNER,2023-07-01T04:00:00,63.3,4.7,1.609344,1.623156203,1011.1,16.8,8.1
WARNER,2023-07-01T05:00:00,63.3,2.2,1.251712,1.937315468,1011,16.8,7.4
WARNER,2023-07-01T06:00:00,62.3,2.2,1.34112,2.286381318,1011.2,16.8,5.6
WARNER,2023-07-01T07:00:00,63.3,2.2,0.357632,0.733038285,1011.6,16.8,4.3
WARNER,2023-07-01T08:00:00,66.7,2.2,0,0,1011.9,16.8,5.5
WARNER,2023-07-01T09:00:00,71.3,2.2,1.251712,4.520402758,1011.9,0,6.3
WARNER,2023-07-01T10:00:00,75.4,2.2,0.849376,0.13962634,1011.9,0,7.8
WARNER,2023-07-01T11:00:00,81,10.3,2.369312,1.919862175,1011.8,4.6,8.9
WARNER,2023-07-01T12:00:00,85.9,10.3,2.68224,2.58308729,1011.7,8.4,8.9
WARNER,2023-07-01T13:00:00,88.2,10.3,2.861056,2.44346095,1011.3,14.9,9.3
WARNER,2023-07-01T14:00:00,89.3,9.2,2.68224,3.14159265,1010.6,4.6,9.6
WARNER,2023-07-01T15:00:00,89.9,10.3,4.202176,2.670353753,1010.2,4.6,9.9
WARNER,2023-07-01T16:00:00,87.8,10.3,5.185664,1.919862175,1010,8.4,9.9
WARNER,2023-07-01T17:00:00,85.1,8.1,5.096256,2.321287903,1010,8.4,9.6
WARNER,2023-07-01T18:00:00,81.2,8.1,4.604512,2.391101073,1010.2,14.9,9.6
WARNER,2023-07-01T19:00:00,78.1,8.1,3.665728,2.478367535,1010.5,16.8,9.9
WARNER,2023-07-01T20:00:00,74.8,6.9,3.665728,2.059488515,1010.8,16.8,9.3
WARNER,2023-07-01T21:00:00,69.9,6.9,3.442208,2.23402144,1011.6,16.8,9.9
WARNER,2023-07-01T22:00:00,66.8,6.9,3.173984,2.30383461,1012.3,16.8,9.4
WARNER,2023-07-01T23:00:00,64.7,5.8,3.263392,2.30383461,1012.8,16.8,9.9
WARNER,2023-07-02T00:00:00,64.6,5.8,1.654048,1.780235835,1012.7,16.8,9.9
WARNER,2023-07-02T01:00:00,64.5,5.8,0,0,1012.5,20.1,9.2
WARNER,2023-07-02T02:00:00,63.4,5.8,1.251712,2.600540583,1011.8,16.8,8.6
